date,strategy,return
2023-02-27,Base Min-Variance,0.00014481544637413773
2023-02-28,Base Min-Variance,-0.010362245227100945
2023-03-01,Base Min-Variance,0.00030100498865105285
2023-03-02,Base Min-Variance,0.005820691339743874
2023-03-03,Base Min-Variance,0.0038908792773936695
2023-03-06,Base Min-Variance,0.009323279138875575
2023-03-07,Base Min-Variance,-0.010730891049097647
2023-03-08,Base Min-Variance,-0.0068353061347535635
2023-03-09,Base Min-Variance,-0.011563321109050494
2023-03-10,Base Min-Variance,-0.0031232630429789054
2023-03-13,Base Min-Variance,0.00590513934007257
2023-03-14,Base Min-Variance,0.006991599531113126
2023-03-15,Base Min-Variance,0.0043094769447885786
2023-03-16,Base Min-Variance,0.0015795361418501049
2023-03-17,Base Min-Variance,-0.013320540413759187
2023-03-20,Base Min-Variance,0.013262142604325636
2023-03-21,Base Min-Variance,-0.0013397595544512246
2023-03-22,Base Min-Variance,-0.014718455574242093
2023-03-23,Base Min-Variance,0.005739173711150505
2023-03-24,Base Min-Variance,0.01616295621257588
2023-03-27,Base Min-Variance,0.005297686155032046
2023-03-28,Base Min-Variance,-0.0011270075649434238
2023-03-29,Base Min-Variance,0.0065348569697836366
2023-03-30,Base Min-Variance,0.0045620038278035135
2023-03-31,Base Min-Variance,0.006886732311771715
2023-04-03,Base Min-Variance,0.010844624727657307
2023-04-04,Base Min-Variance,0.005516479994875877
2023-04-05,Base Min-Variance,0.015367708808241504
2023-04-06,Base Min-Variance,0.0002111772306787265
2023-04-10,Base Min-Variance,-0.0014402068334635376
2023-04-11,Base Min-Variance,-0.0004959217249270058
2023-04-12,Base Min-Variance,0.001047373830316797
2023-04-13,Base Min-Variance,0.009389831860732847
2023-04-14,Base Min-Variance,-0.0042136022120193226
2023-04-17,Base Min-Variance,0.00011190830433879576
2023-04-18,Base Min-Variance,-0.0018249963708574044
2023-04-19,Base Min-Variance,-0.0007858833744909133
2023-04-20,Base Min-Variance,-0.005130663478276803
2023-04-21,Base Min-Variance,0.005489682289535339
2023-04-24,Base Min-Variance,0.001975869814570269
2023-04-25,Base Min-Variance,-0.00021340412404785932
2023-04-26,Base Min-Variance,-0.019651020360405436
2023-04-27,Base Min-Variance,0.0050932821296204136
2023-04-28,Base Min-Variance,0.003571281301151859
2023-05-01,Base Min-Variance,0.0012108376508718002
2023-05-02,Base Min-Variance,-0.007298864534592144
2023-05-03,Base Min-Variance,-0.009095715895869067
2023-05-04,Base Min-Variance,0.0005076345305740936
2023-05-05,Base Min-Variance,0.01091596645667462
2023-05-08,Base Min-Variance,-0.00023646773615500043
2023-05-09,Base Min-Variance,-0.004618965695153648
2023-05-10,Base Min-Variance,-0.00046926817574130324
2023-05-11,Base Min-Variance,-0.001627009298706249
2023-05-12,Base Min-Variance,0.0013445144992130485
2023-05-15,Base Min-Variance,-0.002948645664214788
2023-05-16,Base Min-Variance,-0.014860495974752641
2023-05-17,Base Min-Variance,-0.001475276738940096
2023-05-18,Base Min-Variance,0.0010648158660630342
2023-05-19,Base Min-Variance,0.00023370086896829737
2023-05-22,Base Min-Variance,-0.005884592306622606
2023-05-23,Base Min-Variance,-0.003417554258851391
2023-05-24,Base Min-Variance,-0.006533656711613747
2023-05-25,Base Min-Variance,-0.012464081473190227
2023-05-26,Base Min-Variance,-0.0008619455437883797
2023-05-30,Base Min-Variance,-0.0036774860913953676
2023-05-31,Base Min-Variance,0.006837789954854182
2023-06-01,Base Min-Variance,-0.0020636290011970867
2023-06-02,Base Min-Variance,0.011833368482638997
2023-06-05,Base Min-Variance,0.002116742461567618
2023-06-06,Base Min-Variance,-0.006416368868531628
2023-06-07,Base Min-Variance,0.0010766637367409769
2023-06-08,Base Min-Variance,0.006300027988825405
2023-06-09,Base Min-Variance,-1.1882394871292517e-05
2023-06-12,Base Min-Variance,-0.00232996783348708
2023-06-13,Base Min-Variance,0.006521178273413488
2023-06-14,Base Min-Variance,0.0015662874697333245
2023-06-15,Base Min-Variance,0.008979622013257957
2023-06-16,Base Min-Variance,0.0002954852378386666
2023-06-20,Base Min-Variance,-0.00788856968559632
2023-06-21,Base Min-Variance,-0.001846855424245853
2023-06-22,Base Min-Variance,0.007975066057573444
2023-06-23,Base Min-Variance,-0.004835006041808871
2023-06-26,Base Min-Variance,0.0006500439100222642
2023-06-27,Base Min-Variance,0.0029457810179327024
2023-06-28,Base Min-Variance,-0.0033673580523902514
2023-06-29,Base Min-Variance,-0.00022861706772994413
2023-06-30,Base Min-Variance,0.006839993701864255
2023-07-03,Base Min-Variance,0.0035176908866559743
2023-07-05,Base Min-Variance,0.001901353776219533
2023-07-06,Base Min-Variance,-0.008190815251024613
2023-07-07,Base Min-Variance,-0.01383626699888303
2023-07-10,Base Min-Variance,0.0009658825257632413
2023-07-11,Base Min-Variance,0.009476607537860166
2023-07-12,Base Min-Variance,-0.0029544258301641515
2023-07-13,Base Min-Variance,0.0014646459738673037
2023-07-14,Base Min-Variance,0.0030874212797518848
2023-07-17,Base Min-Variance,-0.004974011381840347
2023-07-18,Base Min-Variance,0.001001098915007799
2023-07-19,Base Min-Variance,0.0071819617385442585
2023-07-20,Base Min-Variance,0.015609905133145446
2023-07-21,Base Min-Variance,0.006091250175131412
2023-07-24,Base Min-Variance,0.0012714306253980491
2023-07-25,Base Min-Variance,-0.0026245409587388833
2023-07-26,Base Min-Variance,0.0030887809886583216
2023-07-27,Base Min-Variance,-0.006898080478941167
2023-07-28,Base Min-Variance,0.002577229428356281
2023-07-31,Base Min-Variance,-0.0040632748797199076
2023-08-01,Base Min-Variance,-0.005428850972339584
2023-08-02,Base Min-Variance,-0.008774441384653187
2023-08-03,Base Min-Variance,-0.006950620352472643
2023-08-04,Base Min-Variance,-0.005437962500445172
2023-08-07,Base Min-Variance,0.012056065636399283
2023-08-08,Base Min-Variance,-0.003796253725794859
2023-08-09,Base Min-Variance,0.0022426993027537443
2023-08-10,Base Min-Variance,-0.002062432173860126
2023-08-11,Base Min-Variance,0.006184238483162923
2023-08-14,Base Min-Variance,-0.00044104107978530584
2023-08-15,Base Min-Variance,-0.006265016707610517
2023-08-16,Base Min-Variance,-0.0026889711921976355
2023-08-17,Base Min-Variance,-0.005725687377815987
2023-08-18,Base Min-Variance,0.003711533212868012
2023-08-21,Base Min-Variance,-0.0029535756879231698
2023-08-22,Base Min-Variance,-0.006025860946399461
2023-08-23,Base Min-Variance,0.01104785799657884
2023-08-24,Base Min-Variance,-0.009585422533768675
2023-08-25,Base Min-Variance,0.0025840640627654977
2023-08-28,Base Min-Variance,0.002854713101525454
2023-08-29,Base Min-Variance,0.005495120946416249
2023-08-30,Base Min-Variance,0.0018674140229154022
2023-08-31,Base Min-Variance,-0.005022084609726181
2023-09-01,Base Min-Variance,0.0006444403557556121
2023-09-05,Base Min-Variance,-0.009617509150626372
2023-09-06,Base Min-Variance,-0.0025773636631912502
2023-09-07,Base Min-Variance,0.006620957954234989
2023-09-08,Base Min-Variance,0.0038724501985150945
2023-09-11,Base Min-Variance,0.003163521713313766
2023-09-12,Base Min-Variance,-0.0012807911811238888
2023-09-13,Base Min-Variance,0.00016622552449866058
2023-09-14,Base Min-Variance,0.008490436451758608
2023-09-15,Base Min-Variance,-0.008894199030701978
2023-09-18,Base Min-Variance,0.0007052828152438476
2023-09-19,Base Min-Variance,0.00033013935208486925
2023-09-20,Base Min-Variance,0.001427604793162353
2023-09-21,Base Min-Variance,-0.014006541161071022
2023-09-22,Base Min-Variance,-0.0017569698012998493
2023-09-25,Base Min-Variance,-0.0010876675257057867
2023-09-26,Base Min-Variance,-0.006280577946048688
2023-09-27,Base Min-Variance,-0.006273698820689483
2023-09-28,Base Min-Variance,0.002432673166635889
2023-09-29,Base Min-Variance,-0.005223820924408243
2023-10-02,Base Min-Variance,-0.006756520740363341
2023-10-03,Base Min-Variance,-0.00783071451387736
2023-10-04,Base Min-Variance,0.006149869172286902
2023-10-05,Base Min-Variance,-0.008571394536177555
2023-10-06,Base Min-Variance,0.0037078392220057147
2023-10-09,Base Min-Variance,0.004925306281471856
2023-10-10,Base Min-Variance,0.008718704678811076
2023-10-11,Base Min-Variance,0.0027877640720940632
2023-10-12,Base Min-Variance,-0.0034052856996366083
2023-10-13,Base Min-Variance,0.0029099131150556743
2023-10-16,Base Min-Variance,0.005696297776558197
2023-10-17,Base Min-Variance,0.004339699867958861
2023-10-18,Base Min-Variance,-0.007630264344814195
2023-10-19,Base Min-Variance,-0.006329975457953029
2023-10-20,Base Min-Variance,-0.00012625021668052688
2023-10-23,Base Min-Variance,-0.0037808291311012122
2023-10-24,Base Min-Variance,0.013701890998062946
2023-10-25,Base Min-Variance,-0.0021257941828361675
2023-10-26,Base Min-Variance,-0.0019214791396517474
2023-10-27,Base Min-Variance,-0.016872431036842144
2023-10-30,Base Min-Variance,0.0035052114318827724
2023-10-31,Base Min-Variance,0.006020065504403221
2023-11-01,Base Min-Variance,0.004026635023818276
2023-11-02,Base Min-Variance,0.014660922857073194
2023-11-03,Base Min-Variance,0.0017281275483808523
2023-11-06,Base Min-Variance,0.000932690781194782
2023-11-07,Base Min-Variance,0.0014767104727841747
2023-11-08,Base Min-Variance,-0.0008034426445392166
2023-11-09,Base Min-Variance,-0.009925694450130905
2023-11-10,Base Min-Variance,0.004868452151154857
2023-11-13,Base Min-Variance,0.0031667258558572696
2023-11-14,Base Min-Variance,0.007513611011460882
2023-11-15,Base Min-Variance,0.0034308721237694133
2023-11-16,Base Min-Variance,-0.014709784297732996
2023-11-17,Base Min-Variance,7.932790972134732e-06
2023-11-20,Base Min-Variance,0.004111741807611483
2023-11-21,Base Min-Variance,0.003255614661890502
2023-11-22,Base Min-Variance,-0.0007534104961498446
2023-11-24,Base Min-Variance,0.00444869603295071
2023-11-27,Base Min-Variance,0.00046029041577923886
2023-11-28,Base Min-Variance,-0.0004033409920124525
2023-11-29,Base Min-Variance,-0.001667849693270143
2023-11-30,Base Min-Variance,0.008905000750500812
2023-12-01,Base Min-Variance,0.0034076792624342695
2023-12-04,Base Min-Variance,0.00132595303820926
2023-12-05,Base Min-Variance,0.0030378791979503526
2023-12-06,Base Min-Variance,-0.0030399302099085993
2023-12-07,Base Min-Variance,0.00021902455163836038
2023-12-08,Base Min-Variance,-0.0021643530860300853
2023-12-11,Base Min-Variance,0.006513031136075842
2023-12-12,Base Min-Variance,0.0037607756870400434
2023-12-13,Base Min-Variance,0.014923651194991991
2023-12-14,Base Min-Variance,-0.0030966179315325302
2023-12-15,Base Min-Variance,-0.004302005768415782
2023-12-18,Base Min-Variance,0.003781290237656652
2023-12-19,Base Min-Variance,0.00395188268822237
2023-12-20,Base Min-Variance,-0.01302110844444349
2023-12-21,Base Min-Variance,0.007634028637155075
2023-12-22,Base Min-Variance,0.006568779143998047
2023-12-26,Base Min-Variance,0.003272792780559825
2023-12-27,Base Min-Variance,0.0037190068314369093
2023-12-28,Base Min-Variance,0.0019180217049502815
2023-12-29,Base Min-Variance,-0.00027458139715278514
2021-01-04,Naive Contrarian,0.0067266300768375935
2021-01-05,Naive Contrarian,0.0002368586832287873
2021-01-06,Naive Contrarian,0.008597945287841203
2021-01-07,Naive Contrarian,0.008892074508317645
2021-01-08,Naive Contrarian,-0.0036751782683363
2021-01-11,Naive Contrarian,-0.003058513072602776
2021-01-12,Naive Contrarian,-0.00248336535251265
2021-01-13,Naive Contrarian,-0.0067556012214701165
2021-01-14,Naive Contrarian,0.005054685793581935
2021-01-15,Naive Contrarian,-0.002436494070710868
2021-01-19,Naive Contrarian,0.010420556494197318
2021-01-20,Naive Contrarian,0.01823525340741548
2021-01-21,Naive Contrarian,-0.010442839321841013
2021-01-22,Naive Contrarian,-0.000591795923326247
2021-01-25,Naive Contrarian,0.005403743329005888
2021-01-26,Naive Contrarian,-0.003489620948504868
2021-01-27,Naive Contrarian,-0.01982359898010501
2021-01-28,Naive Contrarian,-0.0008381212370929742
2021-01-29,Naive Contrarian,-0.004341661106269455
2021-02-01,Naive Contrarian,-0.0003964147482876162
2021-02-02,Naive Contrarian,0.005898587052962211
2021-02-03,Naive Contrarian,-0.002352327863318488
2021-02-04,Naive Contrarian,0.004242632601555284
2021-02-05,Naive Contrarian,0.015489203681411552
2021-02-08,Naive Contrarian,0.0024632039271730625
2021-02-09,Naive Contrarian,-0.001147254414738515
2021-02-10,Naive Contrarian,-0.006339781994882373
2021-02-11,Naive Contrarian,-0.005124765817715024
2021-02-12,Naive Contrarian,0.003931470014879155
2021-02-16,Naive Contrarian,-0.00993825972206036
2021-02-17,Naive Contrarian,0.006914676105999819
2021-02-18,Naive Contrarian,-0.011581768912676958
2021-02-19,Naive Contrarian,-0.00763993020151437
2021-02-22,Naive Contrarian,0.0007946819018785855
2021-02-23,Naive Contrarian,-0.006625044791302468
2021-02-24,Naive Contrarian,-0.0007846461304082996
2021-02-25,Naive Contrarian,-0.008106598100521027
2021-02-26,Naive Contrarian,-0.018064794883985238
2021-03-01,Naive Contrarian,0.00921143736514158
2021-03-02,Naive Contrarian,0.0009532227969099966
2021-03-03,Naive Contrarian,-0.0121013921984951
2021-03-04,Naive Contrarian,-0.0037733976231731354
2021-03-05,Naive Contrarian,0.014318993776356214
2021-03-08,Naive Contrarian,-0.004329380787655891
2021-03-09,Naive Contrarian,0.005512439550947848
2021-03-10,Naive Contrarian,0.006681682289876759
2021-03-11,Naive Contrarian,-0.001329995486966444
2021-03-12,Naive Contrarian,0.0035764845545467466
2021-03-15,Naive Contrarian,0.011138738510569693
2021-03-16,Naive Contrarian,0.005645047435550485
2021-03-17,Naive Contrarian,-0.01562156185080382
2021-03-18,Naive Contrarian,-0.006644393532221335
2021-03-19,Naive Contrarian,-0.003760483761376873
2021-03-22,Naive Contrarian,0.014487549031533114
2021-03-23,Naive Contrarian,0.0008686214566333611
2021-03-24,Naive Contrarian,-0.008162073260603591
2021-03-25,Naive Contrarian,0.003802138456998204
2021-03-26,Naive Contrarian,0.01662841090264896
2021-03-29,Naive Contrarian,0.010860756188562741
2021-03-30,Naive Contrarian,-0.004953426514437547
2021-03-31,Naive Contrarian,0.0007542763480381373
2021-04-01,Naive Contrarian,0.010090135600237355
2021-04-05,Naive Contrarian,0.012651800226374039
2021-04-06,Naive Contrarian,0.0013625290364931988
2021-04-07,Naive Contrarian,-0.0004814997386764072
2021-04-08,Naive Contrarian,-0.0020957031372913796
2021-04-09,Naive Contrarian,0.002746322838993341
2021-04-12,Naive Contrarian,0.0006872436246480619
2021-04-13,Naive Contrarian,0.002085264187501827
2021-04-14,Naive Contrarian,-0.001986997118089465
2021-04-15,Naive Contrarian,0.006776335444103908
2021-04-16,Naive Contrarian,0.0009432291840244936
2021-04-19,Naive Contrarian,-0.0005221465714228028
2021-04-20,Naive Contrarian,0.004979590561833569
2021-04-21,Naive Contrarian,0.004063639684643696
2021-04-22,Naive Contrarian,0.00783286568130066
2021-04-23,Naive Contrarian,0.0013976215157238164
2021-04-26,Naive Contrarian,-0.007383969581266928
2021-04-27,Naive Contrarian,-0.006415428246591954
2021-04-28,Naive Contrarian,0.00024110199707309593
2021-04-29,Naive Contrarian,0.009889248447640312
2021-04-30,Naive Contrarian,-0.001836333446967837
2021-05-03,Naive Contrarian,0.00653803461248148
2021-05-04,Naive Contrarian,-0.0050209395282698535
2021-05-05,Naive Contrarian,-0.0005953879447200314
2021-05-06,Naive Contrarian,0.007110418503078446
2021-05-07,Naive Contrarian,0.0014597658981883562
2021-05-10,Naive Contrarian,0.006015467028384803
2021-05-11,Naive Contrarian,-0.008971521412681177
2021-05-12,Naive Contrarian,-0.013584589986963738
2021-05-13,Naive Contrarian,0.011978072170294072
2021-05-14,Naive Contrarian,0.0014011080553869295
2021-05-17,Naive Contrarian,-0.00171369452616674
2021-05-18,Naive Contrarian,-0.007362674473190984
2021-05-19,Naive Contrarian,-2.8794895798105282e-05
2021-05-20,Naive Contrarian,0.00974522158019467
2021-05-21,Naive Contrarian,0.0007182130794213863
2021-05-24,Naive Contrarian,-0.0033137641987318425
2021-05-25,Naive Contrarian,-0.007378695934491711
2021-05-26,Naive Contrarian,0.0007854413146086972
2021-05-27,Naive Contrarian,-0.004633659683964823
2021-05-28,Naive Contrarian,0.00220244556327576
2021-06-01,Naive Contrarian,-0.004450422722259461
2021-06-02,Naive Contrarian,-9.855489801487735e-05
2021-06-03,Naive Contrarian,0.006113441528590431
2021-06-04,Naive Contrarian,0.004844290767519226
2021-06-07,Naive Contrarian,-0.003916659181098795
2021-06-08,Naive Contrarian,-0.006496395402091376
2021-06-09,Naive Contrarian,0.004930773923290897
2021-06-10,Naive Contrarian,0.009545756175712497
2021-06-11,Naive Contrarian,0.002525213630722158
2021-06-14,Naive Contrarian,0.0015048994930982789
2021-06-15,Naive Contrarian,-0.005132410083900844
2021-06-16,Naive Contrarian,-0.011354223209212259
2021-06-17,Naive Contrarian,0.0028340804255079875
2021-06-18,Naive Contrarian,-0.012278682220423425
2021-06-21,Naive Contrarian,0.009485544549220248
2021-06-22,Naive Contrarian,0.00010027171143263034
2021-06-23,Naive Contrarian,-0.0068448823777365435
2021-06-24,Naive Contrarian,0.0055977340085584665
2021-06-25,Naive Contrarian,0.011313503268653165
2021-06-28,Naive Contrarian,0.0006754432722877301
2021-06-29,Naive Contrarian,-0.0036278975962611305
2021-06-30,Naive Contrarian,0.010621358326889426
2021-07-01,Naive Contrarian,0.0009505144043857982
2021-07-02,Naive Contrarian,0.0056611804209836135
2021-07-06,Naive Contrarian,-0.0015301780003769058
2021-07-07,Naive Contrarian,0.002908417863807082
2021-07-08,Naive Contrarian,-0.005100736730391214
2021-07-09,Naive Contrarian,0.0066909150136449875
2021-07-12,Naive Contrarian,0.0010765197651827212
2021-07-13,Naive Contrarian,-0.0008818691245895113
2021-07-14,Naive Contrarian,0.0046856542608719395
2021-07-15,Naive Contrarian,0.0006507378883716323
2021-07-16,Naive Contrarian,-0.0006889441576995192
2021-07-19,Naive Contrarian,-0.012448862131839492
2021-07-20,Naive Contrarian,0.00548565447482703
2021-07-21,Naive Contrarian,-0.0018422787804987083
2021-07-22,Naive Contrarian,0.001057766670842376
2021-07-23,Naive Contrarian,0.011501174035192865
2021-07-26,Naive Contrarian,0.001025968628734211
2021-07-27,Naive Contrarian,0.0008228706601176976
2021-07-28,Naive Contrarian,-0.0035740706678641515
2021-07-29,Naive Contrarian,-0.0017902697454395939
2021-07-30,Naive Contrarian,-0.0014119557550372572
2021-08-02,Naive Contrarian,-0.0015835228468559534
2021-08-03,Naive Contrarian,-0.0002900232011583681
2021-08-04,Naive Contrarian,-0.008645397973177395
2021-08-05,Naive Contrarian,0.004538011350506392
2021-08-06,Naive Contrarian,-0.00013782944068337994
2021-08-09,Naive Contrarian,0.00112786337085367
2021-08-10,Naive Contrarian,0.005203137108866097
2021-08-11,Naive Contrarian,0.004646042208410828
2021-08-12,Naive Contrarian,0.0026975047349382052
2021-08-13,Naive Contrarian,0.003693565183304687
2021-08-16,Naive Contrarian,0.006185631758644665
2021-08-17,Naive Contrarian,0.0028375984846345965
2021-08-18,Naive Contrarian,-0.011031940107875043
2021-08-19,Naive Contrarian,0.001419919915505334
2021-08-20,Naive Contrarian,0.003505060114799059
2021-08-23,Naive Contrarian,-0.001446731268064326
2021-08-24,Naive Contrarian,-0.004922732259129837
2021-08-25,Naive Contrarian,-0.0034784091460263312
2021-08-26,Naive Contrarian,-0.0064954968583751755
2021-08-27,Naive Contrarian,0.002190023475619941
2021-08-30,Naive Contrarian,0.003336544017878677
2021-08-31,Naive Contrarian,0.004604704976361802
2021-09-01,Naive Contrarian,-0.0022954241685001625
2021-09-02,Naive Contrarian,0.0072841211880944595
2021-09-03,Naive Contrarian,-0.0003362663502618896
2021-09-07,Naive Contrarian,-0.01355820843218392
2021-09-08,Naive Contrarian,0.0014998391731063034
2021-09-09,Naive Contrarian,-0.01068101324805544
2021-09-10,Naive Contrarian,-0.007178563417466566
2021-09-13,Naive Contrarian,0.00016128760223877315
2021-09-14,Naive Contrarian,-0.005568602466746943
2021-09-15,Naive Contrarian,0.00351000690497749
2021-09-16,Naive Contrarian,-0.0037141269259053514
2021-09-17,Naive Contrarian,-0.005139989161140491
2021-09-20,Naive Contrarian,-0.009787242425942241
2021-09-21,Naive Contrarian,-0.0034113685424966523
2021-09-22,Naive Contrarian,0.0014825868095252126
2021-09-23,Naive Contrarian,0.005952945773579912
2021-09-24,Naive Contrarian,-0.001344757252647225
2021-09-27,Naive Contrarian,-0.000872272460887867
2021-09-28,Naive Contrarian,-0.007714796766629353
2021-09-29,Naive Contrarian,0.009001135387109581
2021-09-30,Naive Contrarian,-0.0074869708056066195
2021-10-01,Naive Contrarian,0.020357904048089508
2021-10-04,Naive Contrarian,0.004439607735624728
2021-10-05,Naive Contrarian,-0.0013394409279874526
2021-10-06,Naive Contrarian,-0.00048664894431920314
2021-10-07,Naive Contrarian,0.0067742829517537
2021-10-08,Naive Contrarian,-0.004968603712886541
2021-10-11,Naive Contrarian,-0.006302823930271942
2021-10-12,Naive Contrarian,0.002248143050626349
2021-10-13,Naive Contrarian,0.002440221778664597
2021-10-14,Naive Contrarian,0.007473032332081052
2021-10-15,Naive Contrarian,-0.0034959982187337145
2021-10-18,Naive Contrarian,-0.0017882824982590848
2021-10-19,Naive Contrarian,0.013342242520634184
2021-10-20,Naive Contrarian,0.010887080515094774
2021-10-21,Naive Contrarian,0.007461170041473546
2021-10-22,Naive Contrarian,0.002946782747667621
2021-10-25,Naive Contrarian,0.0031064415045634784
2021-10-26,Naive Contrarian,0.0030076762152585787
2021-10-27,Naive Contrarian,-0.011210743992936981
2021-10-28,Naive Contrarian,0.01968677417757505
2021-10-29,Naive Contrarian,-0.0004110154169011577
2021-11-01,Naive Contrarian,0.003977446804311423
2021-11-02,Naive Contrarian,0.0019994815201065485
2021-11-03,Naive Contrarian,0.0007490482614194986
2021-11-04,Naive Contrarian,-0.00063345562513404
2021-11-05,Naive Contrarian,-0.008314372246992103
2021-11-08,Naive Contrarian,0.0014444781744273089
2021-11-09,Naive Contrarian,0.000245160251112433
2021-11-10,Naive Contrarian,0.0014222629996421808
2021-11-11,Naive Contrarian,-0.00013420217124674296
2021-11-12,Naive Contrarian,0.0021708941312599084
2021-11-15,Naive Contrarian,-0.0005998762843360888
2021-11-16,Naive Contrarian,-0.005734917683461574
2021-11-17,Naive Contrarian,-0.0025554425152637425
2021-11-18,Naive Contrarian,-0.0029048783771366037
2021-11-19,Naive Contrarian,-0.005876531838382601
2021-11-22,Naive Contrarian,0.0041936161499884815
2021-11-23,Naive Contrarian,0.0032329372978304747
2021-11-24,Naive Contrarian,0.0009149009406162125
2021-11-26,Naive Contrarian,-0.01170318217157993
2021-11-29,Naive Contrarian,0.0031046864243163977
2021-11-30,Naive Contrarian,-0.024046241818210412
2021-12-01,Naive Contrarian,-0.014501640031611552
2021-12-02,Naive Contrarian,0.011668093446453563
2021-12-03,Naive Contrarian,0.01042158387704038
2021-12-06,Naive Contrarian,0.010270082785126412
2021-12-07,Naive Contrarian,0.0021659019483994645
2021-12-08,Naive Contrarian,-0.0003907349215176029
2021-12-09,Naive Contrarian,-0.0008783618863895024
2021-12-10,Naive Contrarian,0.009023365082796525
2021-12-13,Naive Contrarian,0.006447643657055153
2021-12-14,Naive Contrarian,0.0019469818926533067
2021-12-15,Naive Contrarian,0.010559616238481884
2021-12-16,Naive Contrarian,0.009007848212007792
2021-12-17,Naive Contrarian,-0.015899375715957918
2021-12-20,Naive Contrarian,0.004607843091962514
2021-12-21,Naive Contrarian,0.0027715521456800375
2021-12-22,Naive Contrarian,0.004589294136164312
2021-12-23,Naive Contrarian,0.001095584334984201
2021-12-27,Naive Contrarian,0.009354876271463187
2021-12-28,Naive Contrarian,0.006525165953632329
2021-12-29,Naive Contrarian,0.0007100635063788614
2021-12-30,Naive Contrarian,0.001345746010348636
2021-12-31,Naive Contrarian,0.0006993095255931321
2022-01-03,Naive Contrarian,0.0006931852123682432
2022-01-04,Naive Contrarian,-0.0013818586205263962
2022-01-05,Naive Contrarian,-0.0023692058455757475
2022-01-06,Naive Contrarian,-0.004046103144887031
2022-01-07,Naive Contrarian,0.0024193038463015755
2022-01-10,Naive Contrarian,-0.0009544075779406138
2022-01-11,Naive Contrarian,0.00378788875547272
2022-01-12,Naive Contrarian,0.001281290934844078
2022-01-13,Naive Contrarian,-0.0004141314359942011
2022-01-14,Naive Contrarian,-0.0028721671918613186
2022-01-18,Naive Contrarian,-0.01060539873922095
2022-01-19,Naive Contrarian,0.0007144807811825457
2022-01-20,Naive Contrarian,-0.011489676858778997
2022-01-21,Naive Contrarian,-0.005136709535254691
2022-01-24,Naive Contrarian,-0.004182236790105631
2022-01-25,Naive Contrarian,-0.007273645728028573
2022-01-26,Naive Contrarian,-0.009280801029578317
2022-01-27,Naive Contrarian,0.000847658647709801
2022-01-28,Naive Contrarian,0.012363441910562326
2022-01-31,Naive Contrarian,0.010294257800763488
2022-02-01,Naive Contrarian,-0.00016387407614969836
2022-02-02,Naive Contrarian,0.00763216194539234
2022-02-03,Naive Contrarian,-0.0095910144899742
2022-02-04,Naive Contrarian,-0.0023992899442743464
2022-02-07,Naive Contrarian,1.618885820669916e-05
2022-02-08,Naive Contrarian,-0.0025676908641294807
2022-02-09,Naive Contrarian,0.006690968481549703
2022-02-10,Naive Contrarian,-0.015265269634651671
2022-02-11,Naive Contrarian,-0.004045656186884401
2022-02-14,Naive Contrarian,-0.008589236264577754
2022-02-15,Naive Contrarian,0.005637119011457574
2022-02-16,Naive Contrarian,-0.002552609255405486
2022-02-17,Naive Contrarian,-0.010852827471124479
2022-02-18,Naive Contrarian,-0.005413185295147802
2022-02-22,Naive Contrarian,-0.005887192878852436
2022-02-23,Naive Contrarian,-0.005078119660645571
2022-02-24,Naive Contrarian,-0.0014571476705595003
2022-02-25,Naive Contrarian,0.025116587293977363
2022-02-28,Naive Contrarian,-0.003162368723324391
2022-03-01,Naive Contrarian,0.0010902557290471226
2022-03-02,Naive Contrarian,0.013085588928717733
2022-03-03,Naive Contrarian,0.008949280106403196
2022-03-04,Naive Contrarian,0.0073276919253558795
2022-03-07,Naive Contrarian,-0.012129410287584156
2022-03-08,Naive Contrarian,-0.010429469470557373
2022-03-09,Naive Contrarian,0.0025163956895951248
2022-03-10,Naive Contrarian,0.0028097782416495265
2022-03-11,Naive Contrarian,-0.005636582054903813
2022-03-14,Naive Contrarian,-0.003215644769183208
2022-03-15,Naive Contrarian,0.005879834104529326
2022-03-16,Naive Contrarian,0.0046862678552679424
2022-03-17,Naive Contrarian,0.012451649662908558
2022-03-18,Naive Contrarian,0.0033088783111442375
2022-03-21,Naive Contrarian,0.002156019707641216
2022-03-22,Naive Contrarian,0.003251672375404926
2022-03-23,Naive Contrarian,-0.009249543104238533
2022-03-24,Naive Contrarian,0.006259383629462612
2022-03-25,Naive Contrarian,0.006302915841254029
2022-03-28,Naive Contrarian,0.006180757260180712
2022-03-29,Naive Contrarian,0.012517007227420685
2022-03-30,Naive Contrarian,0.0011910618980837929
2022-03-31,Naive Contrarian,-0.010221112269169236
2022-04-01,Naive Contrarian,0.009799846692637181
2022-04-04,Naive Contrarian,0.0004695137714241079
2022-04-05,Naive Contrarian,-0.0014835765905049695
2022-04-06,Naive Contrarian,0.010683689400429717
2022-04-07,Naive Contrarian,0.0023828018031260643
2022-04-08,Naive Contrarian,0.005367646363941177
2022-04-11,Naive Contrarian,-0.016227277718783368
2022-04-12,Naive Contrarian,0.007963194813526621
2022-04-13,Naive Contrarian,0.006434581688857393
2022-04-14,Naive Contrarian,0.0005475952120755442
2022-04-18,Naive Contrarian,-0.0026638555137566506
2022-04-19,Naive Contrarian,0.006217767644096983
2022-04-20,Naive Contrarian,0.0027494481507466728
2022-04-21,Naive Contrarian,-0.01584828759062679
